index,ans0,ans1,ans2,model,cat
2320,-2.8434043,-2.870832,-1.1325219,roberta-large-race,SES
2321,-4.0806456,0.56276494,-1.5900581,roberta-large-race,SES
2322,-2.937265,-2.5047216,-1.1063601,roberta-large-race,SES
2323,0.28934538,-5.9994426,-2.0530472,roberta-large-race,SES
2324,-2.0379121,-1.1112953,-3.4434829,roberta-large-race,SES
2325,-2.1255789,-1.7640821,-2.0673985,roberta-large-race,SES
2326,-2.3308625,-1.092936,-3.3730197,roberta-large-race,SES
2327,0.5284485,-2.3520613,-5.058404,roberta-large-race,SES
2328,-2.2955365,-2.5632389,-0.91921276,roberta-large-race,SES
2329,-0.028034888,-3.4053607,-1.6413248,roberta-large-race,SES
2330,-2.0898583,-3.399081,-1.3815367,roberta-large-race,SES
2331,-6.6439667,2.223057,-1.9858756,roberta-large-race,SES
2332,-1.3909571,-1.4890016,-2.140933,roberta-large-race,SES
2333,-1.548269,-0.7641633,-1.4729508,roberta-large-race,SES
2334,-1.3146765,-1.8523626,-2.5565538,roberta-large-race,SES
2335,-2.4351897,0.1285198,-3.787255,roberta-large-race,SES
2336,-2.8223658,-1.8679367,-0.9655493,roberta-large-race,SES
2337,-0.9879738,-2.27737,-1.9748447,roberta-large-race,SES
2338,-2.1642401,-3.1191857,-2.0284197,roberta-large-race,SES
2339,-6.183325,2.5176713,-2.8888876,roberta-large-race,SES
2340,-1.8861686,-1.5674047,-2.7146442,roberta-large-race,SES
2341,-2.1337502,-1.9844679,-1.9232835,roberta-large-race,SES
2342,-1.8305898,-2.0218596,-2.8612845,roberta-large-race,SES
2343,1.5748575,-2.9408793,-1.5196124,roberta-large-race,SES
2344,-1.869904,-2.8529642,-2.2098432,roberta-large-race,SES
2345,-2.085012,0.14808992,-3.791681,roberta-large-race,SES
2346,-1.8286812,-2.7349243,-3.7743206,roberta-large-race,SES
2347,-2.663074,-6.640988,1.8797321,roberta-large-race,SES
2348,-2.0973766,-0.63366336,-2.1035461,roberta-large-race,SES
2349,-2.7939727,-1.6171019,-2.1386194,roberta-large-race,SES
2350,-3.194923,-2.0352986,-2.596301,roberta-large-race,SES
2351,-2.7525816,-2.6895645,1.3857732,roberta-large-race,SES
2352,-2.828703,-1.7651587,0.5340827,roberta-large-race,SES
2353,0.2709356,-2.9089394,-2.8272808,roberta-large-race,SES
2354,-2.3938258,-1.2127984,-3.7446628,roberta-large-race,SES
2355,-5.829162,-1.7151816,2.0051603,roberta-large-race,SES
2356,0.094230935,-1.4501387,-1.8337629,roberta-large-race,SES
2357,-1.5352075,-1.397518,-1.4422871,roberta-large-race,SES
2358,-3.4496703,-0.5160616,-2.1780434,roberta-large-race,SES
2359,-3.4054074,-1.6216567,0.9974131,roberta-large-race,SES
2360,-3.6199307,-2.9253285,-1.2853558,roberta-large-race,SES
2361,-3.9142466,-0.49747756,-1.2468278,roberta-large-race,SES
2362,-3.852871,-2.5947835,-1.727327,roberta-large-race,SES
2363,1.2661071,-5.919,-2.5709174,roberta-large-race,SES
2364,-1.6095244,-3.2765155,-2.0220604,roberta-large-race,SES
2365,-1.5912876,-2.0467098,-1.9012713,roberta-large-race,SES
2366,-1.3579576,-2.9823515,-2.3310945,roberta-large-race,SES
2367,-2.4664173,-5.592341,0.7162515,roberta-large-race,SES
2368,-1.1517048,-3.3798156,-2.676588,roberta-large-race,SES
2369,-1.441983,-3.370851,-0.33231756,roberta-large-race,SES
2370,-2.405614,-2.7154045,-2.7104297,roberta-large-race,SES
2371,-2.82896,1.2151008,-6.086862,roberta-large-race,SES
2372,-3.2413929,-1.7797037,-1.5032041,roberta-large-race,SES
2373,-1.2416607,-2.353508,-1.6239667,roberta-large-race,SES
2374,-2.5532424,-2.2860007,-1.3567317,roberta-large-race,SES
2375,-3.1342034,1.3900173,-1.8375919,roberta-large-race,SES
2376,-0.81103414,-2.407302,-2.9299035,roberta-large-race,SES
2377,-1.5626022,1.3766344,-2.9585416,roberta-large-race,SES
2378,-1.9285076,-1.7883359,-2.3380413,roberta-large-race,SES
2379,-2.7641015,-5.2250166,2.1906102,roberta-large-race,SES
2380,-0.6312955,-2.5250707,-2.0849159,roberta-large-race,SES
2381,-1.8006512,-2.3220093,-1.7560468,roberta-large-race,SES
2382,-1.4593198,-1.6874155,-1.770926,roberta-large-race,SES
2383,-2.882885,-4.6375003,0.6584672,roberta-large-race,SES
2384,-1.2142786,-3.1102614,-1.2786083,roberta-large-race,SES
2385,-1.3290888,-1.9983004,-2.0735295,roberta-large-race,SES
2386,-1.1469903,-2.4372172,-1.0699816,roberta-large-race,SES
2387,-1.9205903,-5.70576,2.5763137,roberta-large-race,SES
2388,-1.4708451,-2.5808504,-1.3295038,roberta-large-race,SES
2389,-1.3624743,-2.3627195,0.46576226,roberta-large-race,SES
2390,-0.93267363,-2.041853,-1.0264586,roberta-large-race,SES
2391,-2.3660998,0.88875115,-3.2736197,roberta-large-race,SES
2392,1.1267632,-2.4653633,-2.29749,roberta-large-race,SES
2393,0.64493126,-5.1456,-2.784676,roberta-large-race,SES
2394,-2.8889542,-2.108376,-0.53914446,roberta-large-race,SES
2395,1.5755955,-6.4384794,-2.7745945,roberta-large-race,SES
2396,0.54181284,-2.2504926,-2.6130114,roberta-large-race,SES
2397,1.8209583,-2.5643075,-2.6291897,roberta-large-race,SES
2398,-2.7339966,-1.0323331,-2.1262188,roberta-large-race,SES
2399,-4.919752,-2.4773188,0.8408188,roberta-large-race,SES
2400,-2.9964857,-1.0001476,-2.7506518,roberta-large-race,SES
2401,1.4251622,-0.9792586,-4.513128,roberta-large-race,SES
2402,-2.2441425,-0.8715565,-1.2667919,roberta-large-race,SES
2403,-5.760472,-1.5709012,1.9221399,roberta-large-race,SES
2404,-1.1030556,-3.1047122,-2.5109324,roberta-large-race,SES
2405,-1.2548518,-1.0914834,-2.5238056,roberta-large-race,SES
2406,-1.0762999,-2.6800048,-2.260651,roberta-large-race,SES
2407,-1.4897016,0.9184781,-4.335394,roberta-large-race,SES
2408,-2.9334335,-0.42181277,-1.2792248,roberta-large-race,SES
2409,-1.173975,-2.0892737,-1.780008,roberta-large-race,SES
2410,-2.6784403,-2.4621549,-1.0875902,roberta-large-race,SES
2411,-6.186,1.6527379,-2.7502563,roberta-large-race,SES
2412,-0.33551618,-1.1701945,-3.0792627,roberta-large-race,SES
2413,-0.41695637,-1.665748,-0.7759781,roberta-large-race,SES
2414,-2.0881782,-1.3485901,-2.3409302,roberta-large-race,SES
2415,-3.3734572,-2.5258136,0.96514845,roberta-large-race,SES
2416,-2.7956972,-2.2785735,-1.5674384,roberta-large-race,SES
2417,1.4454803,-4.341376,-1.8828093,roberta-large-race,SES
2418,-3.1428292,-3.0037537,-2.3507922,roberta-large-race,SES
2419,-6.3327937,0.9107388,-2.9642131,roberta-large-race,SES
2420,-2.9092143,-1.5204959,-2.834896,roberta-large-race,SES
2421,-2.0471897,-1.520539,-0.35820663,roberta-large-race,SES
2422,-3.3125715,-1.585358,-3.3035007,roberta-large-race,SES
2423,-4.139503,-1.923481,0.7038557,roberta-large-race,SES
2424,-2.663704,-1.3663238,-2.3000512,roberta-large-race,SES
2425,-3.5646152,-2.1167185,1.2788488,roberta-large-race,SES
2426,-3.786038,-2.2898195,-2.797348,roberta-large-race,SES
2427,2.0896578,-2.8815875,-5.9009094,roberta-large-race,SES
2428,-2.2702503,-2.7623916,-0.9784897,roberta-large-race,SES
2429,-1.8005245,0.3502592,-1.3577719,roberta-large-race,SES
2430,-3.2507463,-2.8594878,-1.1120777,roberta-large-race,SES
2431,-1.352829,1.1644006,-1.4902511,roberta-large-race,SES
2432,-2.2672098,-2.6830058,-1.4818883,roberta-large-race,SES
2433,-2.708715,0.306931,-2.3702772,roberta-large-race,SES
2434,-3.4229846,-2.3391504,-1.5846344,roberta-large-race,SES
2435,2.6694584,-4.765332,-2.6300635,roberta-large-race,SES
2436,-0.7027361,-2.4190438,-2.7561157,roberta-large-race,SES
2437,-1.2134283,-1.4002987,-1.999691,roberta-large-race,SES
2438,-0.93613416,-1.8383706,-3.2841985,roberta-large-race,SES
2439,-1.4220333,1.5426321,-1.0693376,roberta-large-race,SES
2440,-2.122398,-2.3260818,-1.6594017,roberta-large-race,SES
2441,-3.1041355,0.7812443,-1.4733353,roberta-large-race,SES
2442,-3.9066463,-2.7286463,-1.6103573,roberta-large-race,SES
2443,1.3456032,-6.3210254,-1.8811566,roberta-large-race,SES
2444,-0.85344857,-2.4594762,-2.1346135,roberta-large-race,SES
2445,-1.910696,-0.40719816,-1.4248064,roberta-large-race,SES
2446,-2.19517,-2.9061437,-3.60495,roberta-large-race,SES
2447,-2.8117206,0.7768037,-2.9632409,roberta-large-race,SES
2448,0.4836717,-1.1027412,-2.9342766,roberta-large-race,SES
2449,-2.8496916,-0.6538339,1.0684767,roberta-large-race,SES
2450,-3.7200747,-2.2854414,-2.9471602,roberta-large-race,SES
2451,2.0031676,-2.636136,-5.902415,roberta-large-race,SES
2452,-3.171211,-1.2895398,0.27155423,roberta-large-race,SES
2453,0.18673663,-1.9583738,-1.9226565,roberta-large-race,SES
2454,-3.0849295,-1.377403,-3.4265954,roberta-large-race,SES
2455,1.399865,-2.6572385,-3.142573,roberta-large-race,SES
2456,-1.2522926,-2.5996175,-3.4824793,roberta-large-race,SES
2457,-2.052982,0.72289693,-4.3606668,roberta-large-race,SES
2458,-1.2847077,-2.8922434,-3.8452227,roberta-large-race,SES
2459,-2.6618736,-4.9486213,1.7383213,roberta-large-race,SES
2460,-3.419814,-2.6589599,-1.4027039,roberta-large-race,SES
2461,-1.8110104,-0.6149291,-1.6748857,roberta-large-race,SES
2462,-3.1844988,-2.5687747,-1.4315414,roberta-large-race,SES
2463,-3.7973104,1.4378661,-1.7777691,roberta-large-race,SES
2464,-2.4687512,-1.6300588,-3.009673,roberta-large-race,SES
2465,0.47768176,-1.4245096,-3.282159,roberta-large-race,SES
2466,-3.225804,-1.4125831,-2.6375296,roberta-large-race,SES
2467,-5.650696,-1.7221072,1.6992155,roberta-large-race,SES
2468,-2.1828551,-1.2086222,-2.9650867,roberta-large-race,SES
2469,-0.8007725,-1.3449826,-1.3369424,roberta-large-race,SES
2470,-2.7868996,-0.9235588,-2.6148686,roberta-large-race,SES
2471,1.4781425,-1.3854759,-2.167296,roberta-large-race,SES
2472,-2.0000544,-2.854601,-0.65171796,roberta-large-race,SES
2473,1.6716771,-3.868581,-1.5751232,roberta-large-race,SES
2474,-1.8627005,-2.1169245,-2.088431,roberta-large-race,SES
2475,-4.9723234,1.99085,-2.500367,roberta-large-race,SES
2476,-2.7033594,-0.9268318,-2.3227837,roberta-large-race,SES
2477,-3.009832,-1.2895341,-0.753843,roberta-large-race,SES
2478,-1.9944248,-0.98670125,-2.1329775,roberta-large-race,SES
2479,-2.598764,-1.2884904,1.0335627,roberta-large-race,SES
2480,-0.7811567,-0.87580246,-2.5880482,roberta-large-race,SES
2481,-1.4958812,-2.617014,-0.26973504,roberta-large-race,SES
2482,-0.3681457,-0.9872052,-2.2474396,roberta-large-race,SES
2483,-1.6594485,2.3857512,-5.0610557,roberta-large-race,SES
2484,-1.191881,-2.7247372,-0.88581836,roberta-large-race,SES
2485,-0.21620503,-1.1030636,-1.277997,roberta-large-race,SES
2486,-0.99593675,-2.0181334,-0.47775346,roberta-large-race,SES
2487,-2.7116525,0.58969396,-1.4768047,roberta-large-race,SES
2488,1.7056539,-2.8109753,-3.8654146,roberta-large-race,SES
2489,1.4646811,-3.213305,-4.557964,roberta-large-race,SES
2490,-2.3966932,-1.2867022,-2.8309164,roberta-large-race,SES
2491,1.9381833,-2.6313367,-4.948096,roberta-large-race,SES
2492,-4.685978,0.9701746,-2.2556727,roberta-large-race,SES
2493,-3.8654165,1.5690312,-2.5235162,roberta-large-race,SES
2494,-2.8616178,-2.6639657,-1.0689301,roberta-large-race,SES
2495,0.99642485,-3.280421,-2.363721,roberta-large-race,SES
2496,-1.1870763,-2.7544692,-2.612339,roberta-large-race,SES
2497,-1.1553211,-3.7723775,0.81589776,roberta-large-race,SES
2498,-0.9121068,-1.721163,-1.8053825,roberta-large-race,SES
2499,-1.57571,1.8401978,-5.2858953,roberta-large-race,SES
2500,-2.5014815,-1.2656835,-2.4807,roberta-large-race,SES
2501,-2.9092197,-1.6006968,-4.261338,roberta-large-race,SES
2502,-1.7472217,-0.505582,-2.503635,roberta-large-race,SES
2503,1.518925,-1.8042471,-3.4627223,roberta-large-race,SES
2504,-2.8790421,-1.4386549,-0.21204385,roberta-large-race,SES
2505,-1.1244106,-1.7082483,-1.3458571,roberta-large-race,SES
2506,-2.0248842,-1.0687762,-2.6272697,roberta-large-race,SES
2507,-6.437605,-2.7942927,1.7045385,roberta-large-race,SES
2508,-0.6130632,-2.9636235,-1.4700348,roberta-large-race,SES
2509,0.4744447,-2.3305697,-1.6163182,roberta-large-race,SES
2510,-2.4395506,-1.8968701,-0.50914156,roberta-large-race,SES
2511,-3.9367971,0.76485264,-1.6949561,roberta-large-race,SES
2512,-2.5738974,-2.5971818,-1.8479128,roberta-large-race,SES
2513,0.94292647,-3.432096,-1.8524747,roberta-large-race,SES
2514,-1.9499954,-3.121812,-1.7780466,roberta-large-race,SES
2515,-5.7739325,0.6136531,-2.8569162,roberta-large-race,SES
2516,-1.5009406,-3.1233854,-2.7223787,roberta-large-race,SES
2517,-1.6735504,-1.7672021,-2.2427635,roberta-large-race,SES
2518,-1.4360313,-3.5328085,-1.9930216,roberta-large-race,SES
2519,-2.1069825,-4.671575,0.26508778,roberta-large-race,SES
2520,-2.9401388,-1.3272039,-2.1484606,roberta-large-race,SES
2521,-3.6490023,-1.4273434,-0.049002793,roberta-large-race,SES
2522,-3.9979086,-1.073484,-1.8081262,roberta-large-race,SES
2523,2.4527702,-1.4473286,-6.5380516,roberta-large-race,SES
2524,-2.4486659,-2.3143995,-1.0297576,roberta-large-race,SES
2525,-1.804006,-1.7713897,-1.7347982,roberta-large-race,SES
2526,-3.1145887,-1.8186762,-1.3428249,roberta-large-race,SES
2527,-2.265512,1.581307,-2.4928327,roberta-large-race,SES
2528,-1.6326282,-2.1812868,-3.0419521,roberta-large-race,SES
2529,-2.298462,-2.5311208,-0.27174985,roberta-large-race,SES
2530,-1.6897326,-3.645914,-1.9345527,roberta-large-race,SES
2531,-2.6247163,2.4178452,-5.9724264,roberta-large-race,SES
2532,-2.464579,-0.6727348,-2.7099702,roberta-large-race,SES
2533,-2.4485147,-2.1819994,-2.02003,roberta-large-race,SES
2534,-1.6745915,-1.6687922,-3.133634,roberta-large-race,SES
2535,1.6833069,-2.0891342,-2.352793,roberta-large-race,SES
2536,-2.4494715,-2.757904,-0.98240966,roberta-large-race,SES
2537,0.56363064,-3.0225887,-1.5789437,roberta-large-race,SES
2538,-2.0284865,-4.411788,-1.5709035,roberta-large-race,SES
2539,-6.615496,1.6958082,-2.0706546,roberta-large-race,SES
2540,-2.3688624,-2.3787014,-1.6580329,roberta-large-race,SES
2541,-2.153397,-2.5309517,-2.1359282,roberta-large-race,SES
2542,-2.189939,-3.7052424,-2.3053625,roberta-large-race,SES
2543,0.2552385,-4.305262,-2.966717,roberta-large-race,SES
2544,-0.41183296,-2.6605144,-1.7588491,roberta-large-race,SES
2545,-1.7917186,0.24311948,-1.5571585,roberta-large-race,SES
2546,-3.8977447,-1.7802923,-0.7667152,roberta-large-race,SES
2547,1.9330992,-6.0450115,-1.6684219,roberta-large-race,SES
2548,-3.2191944,-1.4239204,-0.35545552,roberta-large-race,SES
2549,-1.9461813,-1.7483997,-0.7070102,roberta-large-race,SES
2550,-1.8809385,-1.1615901,-3.4196703,roberta-large-race,SES
2551,0.38933596,-2.8096104,-4.6215672,roberta-large-race,SES
2552,-3.7218065,-1.5885916,-3.0906365,roberta-large-race,SES
2553,-4.611216,-2.28129,0.052312907,roberta-large-race,SES
2554,-4.050273,-2.350005,-2.3544917,roberta-large-race,SES
2555,1.5805693,-3.1089764,-4.6844544,roberta-large-race,SES
2556,-3.5467296,-0.94480634,-2.8393884,roberta-large-race,SES
2557,-1.9869196,-1.9869399,-2.8762481,roberta-large-race,SES
2558,-3.0770347,-2.2125955,-1.9597747,roberta-large-race,SES
2559,-3.1967077,-2.8510034,1.7675712,roberta-large-race,SES
2560,-2.2105782,-3.6001568,-1.170259,roberta-large-race,SES
2561,0.10593697,-3.2157981,-1.6015058,roberta-large-race,SES
2562,-2.311761,-3.0198793,-2.4325683,roberta-large-race,SES
2563,-5.5783734,1.3302813,-2.7704895,roberta-large-race,SES
2564,-3.3677583,-1.5518523,-2.3760765,roberta-large-race,SES
2565,-1.2810717,-1.740716,-2.3902059,roberta-large-race,SES
2566,-2.6344566,-1.3388268,-2.192729,roberta-large-race,SES
2567,-2.9786534,-1.9990826,1.5862902,roberta-large-race,SES
2568,-3.0503244,-1.0888557,-1.9751447,roberta-large-race,SES
2569,-2.4591978,-1.1899133,1.3497242,roberta-large-race,SES
2570,-2.3274903,-0.80760175,-1.3020593,roberta-large-race,SES
2571,1.9378698,-1.4504762,-5.1163106,roberta-large-race,SES
2572,-2.7951481,-1.9947256,-0.8990432,roberta-large-race,SES
2573,-3.01898,-1.628172,-1.5288925,roberta-large-race,SES
2574,-1.768081,-1.546864,-1.2732115,roberta-large-race,SES
2575,-4.419975,0.7658463,-2.5785735,roberta-large-race,SES
2576,-1.0437843,-1.7856327,-3.298735,roberta-large-race,SES
2577,-1.3775588,-3.1183841,-0.13281833,roberta-large-race,SES
2578,-0.5679833,-1.642389,-2.1906705,roberta-large-race,SES
2579,-1.4552041,2.6992872,-4.408015,roberta-large-race,SES
2580,-1.4122459,-3.049537,-1.0126731,roberta-large-race,SES
2581,-1.8252933,-2.8449607,-1.8137475,roberta-large-race,SES
2582,-1.3237015,-1.8618801,-1.156537,roberta-large-race,SES
2583,-1.6406245,1.6034422,-2.4963322,roberta-large-race,SES
2584,-2.1489074,0.717148,-2.5175803,roberta-large-race,SES
2585,-3.2566128,0.19655246,-2.774819,roberta-large-race,SES
2586,-2.038738,-2.8539786,-1.1129551,roberta-large-race,SES
2587,-6.06375,1.2130638,-2.3767486,roberta-large-race,SES
2588,0.6259877,-2.8482285,-2.3050117,roberta-large-race,SES
2589,1.5121523,-3.9846523,-2.6703618,roberta-large-race,SES
2590,-3.1836596,-1.9643439,-1.8164577,roberta-large-race,SES
2591,-4.253049,0.59851414,-3.042873,roberta-large-race,SES
2592,-2.6952968,-2.8585765,-1.4678351,roberta-large-race,SES
2593,-3.9030893,1.722267,-1.7902669,roberta-large-race,SES
2594,-1.1085416,-2.6536994,-2.0681493,roberta-large-race,SES
2595,1.6391345,-5.381861,-2.7193413,roberta-large-race,SES
2596,-1.1579096,-2.7005544,-2.5456157,roberta-large-race,SES
2597,-1.5288227,-2.3945436,-4.1000295,roberta-large-race,SES
2598,-1.4145566,-3.061502,-1.8305401,roberta-large-race,SES
2599,-2.534892,1.009986,-5.1334863,roberta-large-race,SES
2600,-1.5848813,-1.8006712,-2.6544843,roberta-large-race,SES
2601,-3.1645515,-2.1183772,0.42762414,roberta-large-race,SES
2602,-2.538857,-1.4669304,-2.6693196,roberta-large-race,SES
2603,2.1278064,-2.5648534,-4.5936017,roberta-large-race,SES
2604,-1.2959639,-2.6495736,-1.5281825,roberta-large-race,SES
2605,-1.4237863,-3.0566828,-1.3506442,roberta-large-race,SES
2606,-2.188057,-2.9531972,-1.3675047,roberta-large-race,SES
2607,-3.0931504,1.6595073,-2.151558,roberta-large-race,SES
2608,-1.2933844,-2.628786,-2.6728115,roberta-large-race,SES
2609,-2.0989242,1.928854,-4.3075337,roberta-large-race,SES
2610,-1.209829,-2.9409842,-3.1872883,roberta-large-race,SES
2611,-2.758305,-5.4619913,1.4448429,roberta-large-race,SES
2612,-2.5639133,-1.7422041,-3.2767248,roberta-large-race,SES
2613,-3.1451375,-2.0449483,-3.7468996,roberta-large-race,SES
2614,-3.2460406,-2.4403093,-3.5191197,roberta-large-race,SES
2615,1.8581575,-2.9865828,-4.41943,roberta-large-race,SES
2616,-1.6340566,-2.2311401,-2.8915899,roberta-large-race,SES
2617,-1.5939403,0.3514607,-3.6346774,roberta-large-race,SES
2618,-1.6265008,-2.649452,-3.837844,roberta-large-race,SES
2619,-2.0254946,-6.120024,2.1990578,roberta-large-race,SES
2620,-2.176406,-1.7525976,-2.4240913,roberta-large-race,SES
2621,-2.9649894,-2.1186967,-2.490343,roberta-large-race,SES
2622,-3.1859174,-2.4289904,-2.90421,roberta-large-race,SES
2623,-2.2930193,-3.0678282,1.097446,roberta-large-race,SES
2624,-2.7383318,-2.009342,-1.0631711,roberta-large-race,SES
2625,0.19115265,-1.9112884,-1.0570952,roberta-large-race,SES
2626,-2.6973171,-3.2848217,-0.9315956,roberta-large-race,SES
2627,-5.552649,2.0774844,-1.5064917,roberta-large-race,SES
2628,-1.1881098,-2.6774063,-2.250904,roberta-large-race,SES
2629,-1.5226203,-2.826688,-2.578393,roberta-large-race,SES
2630,-1.4946761,-2.873132,-2.9226837,roberta-large-race,SES
2631,-2.5241685,1.2672031,-3.7612686,roberta-large-race,SES
2632,-2.525342,-0.8609313,-2.0911553,roberta-large-race,SES
2633,1.1254951,-1.9082956,-3.427455,roberta-large-race,SES
2634,-2.997287,-2.328845,-3.7900453,roberta-large-race,SES
2635,-5.8443856,-3.0678525,1.724001,roberta-large-race,SES
2636,-1.9917542,-2.5605707,-1.6571931,roberta-large-race,SES
2637,-3.4182773,-2.91789,-2.1182737,roberta-large-race,SES
2638,-3.2669744,-3.5781085,-2.4061117,roberta-large-race,SES
2639,-3.174521,1.414317,-2.9749298,roberta-large-race,SES
2640,-0.2622347,-1.4317584,-2.5836177,roberta-large-race,SES
2641,-2.9271672,-1.4875728,1.5941988,roberta-large-race,SES
2642,-3.7727237,-0.6138258,-2.9567535,roberta-large-race,SES
2643,2.3114784,-1.5933577,-5.115322,roberta-large-race,SES
2644,-1.8575392,-0.39922926,-2.637204,roberta-large-race,SES
2645,-2.0286813,-2.3094254,-2.9479616,roberta-large-race,SES
2646,-1.7829806,-3.6209695,-3.4328551,roberta-large-race,SES
2647,-2.6776147,-4.7404695,1.8839912,roberta-large-race,SES
2648,-3.4161832,-2.6834564,-1.7433915,roberta-large-race,SES
2649,-4.455679,0.62478036,-1.6966395,roberta-large-race,SES
2650,-4.102968,-2.9493873,-1.5959703,roberta-large-race,SES
2651,2.029754,-4.4849367,-1.8761419,roberta-large-race,SES
2652,-1.4665564,-2.8054419,-3.047525,roberta-large-race,SES
2653,-2.1190255,-3.233071,-3.5650063,roberta-large-race,SES
2654,-1.2795812,-3.2220018,-3.143796,roberta-large-race,SES
2655,-2.7258818,1.8011107,-4.5392675,roberta-large-race,SES
2656,-3.1873515,-2.7205577,-1.8418102,roberta-large-race,SES
2657,-2.4777327,0.81550586,-1.5873228,roberta-large-race,SES
2658,-2.4095545,-3.3744397,-1.5010319,roberta-large-race,SES
2659,1.2104067,-5.478829,-1.914053,roberta-large-race,SES
2660,-1.5364851,-2.769639,-3.1227717,roberta-large-race,SES
2661,-1.8864176,-2.8348205,-1.8603275,roberta-large-race,SES
2662,-1.1752182,-3.4416962,-2.3904245,roberta-large-race,SES
2663,-2.5810113,1.2852695,-3.462343,roberta-large-race,SES
2664,-2.6093292,-0.54088354,-2.1062908,roberta-large-race,SES
2665,-3.9393802,-1.4830848,1.6977518,roberta-large-race,SES
2666,-1.9275619,-0.4503559,-2.3695183,roberta-large-race,SES
2667,2.3399677,-1.740515,-4.1480174,roberta-large-race,SES
2668,-1.1341219,-2.5035176,-2.1531005,roberta-large-race,SES
2669,-1.3345518,-3.959693,-2.6539361,roberta-large-race,SES
2670,-0.91641474,-1.5979263,-2.7201009,roberta-large-race,SES
2671,-1.4435313,-2.90035,1.6177615,roberta-large-race,SES
2672,-1.2163374,-3.0399714,-1.1779319,roberta-large-race,SES
2673,-2.3886013,-0.54485136,-1.918149,roberta-large-race,SES
2674,-1.0332929,-2.9061303,-0.830435,roberta-large-race,SES
2675,1.9549403,-5.1743526,-2.7684903,roberta-large-race,SES
2676,-3.1128106,-1.4403759,-1.1478504,roberta-large-race,SES
2677,-2.602567,-1.5170462,-1.3922217,roberta-large-race,SES
2678,-3.268305,-1.290023,-0.98700446,roberta-large-race,SES
2679,1.096878,-1.9437547,-3.61309,roberta-large-race,SES
2680,-2.3627706,1.0373589,-1.7047788,roberta-large-race,SES
2681,-2.8315973,0.2687002,-2.3854587,roberta-large-race,SES
2682,-1.6579374,-2.5460582,-2.8211272,roberta-large-race,SES
2683,-2.9073048,1.393624,-5.0027533,roberta-large-race,SES
2684,0.2221472,-2.5968833,-3.4631429,roberta-large-race,SES
2685,1.132015,-2.4889855,-3.9847946,roberta-large-race,SES
2686,-2.8358476,-1.378386,-3.0473258,roberta-large-race,SES
2687,-5.2024846,-2.7910044,0.933731,roberta-large-race,SES
2688,-2.533853,-2.9713907,-0.7965862,roberta-large-race,SES
2689,1.1843238,-4.164531,-1.7039992,roberta-large-race,SES
2690,-2.083077,-2.1788337,-1.6943316,roberta-large-race,SES
2691,-2.9174504,2.0226893,-2.4978685,roberta-large-race,SES
2692,-2.5179734,-1.120744,-2.399601,roberta-large-race,SES
2693,-2.5776148,-2.191924,-3.5210705,roberta-large-race,SES
2694,-1.7567943,-1.6020982,-1.9775226,roberta-large-race,SES
2695,1.3016058,-2.564159,-3.3002076,roberta-large-race,SES
2696,-1.767024,-2.5886593,-0.11391006,roberta-large-race,SES
2697,-1.8098872,-1.014447,-1.7900586,roberta-large-race,SES
2698,-1.7622316,-1.4490106,-2.5780036,roberta-large-race,SES
2699,-2.8119118,-3.7637506,1.5496099,roberta-large-race,SES
2700,-1.3140355,-0.041878138,-2.5804129,roberta-large-race,SES
2701,-1.3598032,0.32075602,-1.9014547,roberta-large-race,SES
2702,-1.4794942,-1.7773817,-0.9615601,roberta-large-race,SES
2703,-2.3187594,-3.5168228,0.00081163,roberta-large-race,SES
2704,-2.6025138,-2.6954224,-1.6633854,roberta-large-race,SES
2705,1.8276155,-4.0639977,-1.4951575,roberta-large-race,SES
2706,-1.9163647,-3.1151478,-1.6909629,roberta-large-race,SES
2707,-3.9584284,0.84287226,-1.9100705,roberta-large-race,SES
2708,-3.1968696,-2.429057,-1.4811438,roberta-large-race,SES
2709,-2.1077738,-2.0319014,-1.5061377,roberta-large-race,SES
2710,-3.1702385,-1.5477477,-0.56031394,roberta-large-race,SES
2711,-3.908402,1.5231048,-1.8419843,roberta-large-race,SES
2712,-2.8215327,-2.1590853,-1.7389789,roberta-large-race,SES
2713,-3.3064203,0.9484267,-1.4371166,roberta-large-race,SES
2714,-3.8602068,-1.5445375,-1.816553,roberta-large-race,SES
2715,2.1341672,-5.0973577,-2.4569182,roberta-large-race,SES
2716,-2.3087845,-2.1799085,-1.6161355,roberta-large-race,SES
2717,-1.2947712,-1.6951932,-1.4589367,roberta-large-race,SES
2718,-1.3737447,-2.890341,-1.6266342,roberta-large-race,SES
2719,-0.30701995,-2.153039,-2.4426432,roberta-large-race,SES
2720,-2.645626,-1.4136463,-2.0247982,roberta-large-race,SES
2721,0.4900761,-1.6037756,-2.3541415,roberta-large-race,SES
2722,-1.642687,-1.5968006,-3.724154,roberta-large-race,SES
2723,-3.511393,-1.8571547,2.4683585,roberta-large-race,SES
2724,-1.0658289,-2.2364416,-2.2312975,roberta-large-race,SES
2725,-1.527435,-2.2523413,-1.7262993,roberta-large-race,SES
2726,-1.6377075,-1.154663,-2.9359531,roberta-large-race,SES
2727,-2.3037343,1.0915004,-1.641629,roberta-large-race,SES
2728,-2.4523292,-1.1908568,-2.7239733,roberta-large-race,SES
2729,1.0115122,-1.8981556,-3.36179,roberta-large-race,SES
